source	pathway_id	pathway_name	n_genes	primary_10_500_flag
Reactome	R-HSA-168325	Viral Messenger RNA Synthesis	44	1
Reactome	R-HSA-168330	Viral RNP Complexes in the Host Cell Nucleus	1	0
Reactome	R-HSA-168333	NEP/NS2 Interacts with the Cellular Export Machinery	32	1
Reactome	R-HSA-168638	NOD1/2 Signaling Pathway	36	1
Reactome	R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment	19	1
Reactome	R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	23	1
Reactome	R-HSA-169131	Inhibition of PKR	1	0
Reactome	R-HSA-169911	Regulation of Apoptosis	2	0
Reactome	R-HSA-170660	Adenylate cyclase activating pathway	10	1
Reactome	R-HSA-170670	Adenylate cyclase inhibitory pathway	14	1
Reactome	R-HSA-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	32	1
Reactome	R-HSA-170968	Frs2-mediated activation	12	1
Reactome	R-HSA-170984	ARMS-mediated activation	7	0
Reactome	R-HSA-171007	p38MAPK events	13	1
Reactome	R-HSA-171286	Synthesis and processing of ENV and VPU	1	0
Reactome	R-HSA-171306	Packaging Of Telomere Ends	26	1
Reactome	R-HSA-171319	Telomere Extension By Telomerase	23	1
Reactome	R-HSA-173107	Binding and entry of HIV virion	4	0
Reactome	R-HSA-173599	Formation of the active cofactor, UDP-glucuronate	5	0
Reactome	R-HSA-173623	Classical antibody-mediated complement activation	6	0
Reactome	R-HSA-173736	Alternative complement activation	5	0
Reactome	R-HSA-174048	APC/C:Cdc20 mediated degradation of Cyclin B	24	1
Reactome	R-HSA-174084	Autodegradation of Cdh1 by Cdh1:APC/C	54	1
Reactome	R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	42	1
Reactome	R-HSA-174154	APC/C:Cdc20 mediated degradation of Securin	55	1
Reactome	R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	61	1
Reactome	R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	60	1
Reactome	R-HSA-174362	Transport and metabolism of PAPS	7	0
Reactome	R-HSA-174403	Glutathione synthesis and recycling	12	1
Reactome	R-HSA-174411	Polymerase switching on the C-strand of the telomere	26	1
Reactome	R-HSA-174414	Processive synthesis on the C-strand of the telomere	14	1
Reactome	R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	11	1
Reactome	R-HSA-174430	Telomere C-strand synthesis initiation	13	1
Reactome	R-HSA-174437	Removal of the Flap Intermediate from the C-strand	17	1
Reactome	R-HSA-174490	Membrane binding and targetting of GAG proteins	14	1
Reactome	R-HSA-174577	Activation of C3 and C5	7	0
Reactome	R-HSA-175474	Assembly Of The HIV Virion	5	0
Reactome	R-HSA-175567	Integration of viral DNA into host genomic DNA	3	0
Reactome	R-HSA-176034	Interactions of Tat with host cellular proteins	2	0
Reactome	R-HSA-176187	Activation of ATR in response to replication stress	37	1
Reactome	R-HSA-176407	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	20	1
Reactome	R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	25	1
Reactome	R-HSA-176409	APC/C:Cdc20 mediated degradation of mitotic proteins	21	1
Reactome	R-HSA-176412	Phosphorylation of the APC/C	20	1
Reactome	R-HSA-176417	Phosphorylation of Emi1	6	0
Reactome	R-HSA-176974	Unwinding of DNA	12	1
Reactome	R-HSA-177128	Conjugation of salicylate with glycine	8	0
Reactome	R-HSA-177135	Conjugation of benzoate with glycine	6	0
Reactome	R-HSA-177162	Conjugation of phenylacetate with glutamine	2	0
Reactome	R-HSA-177504	Retrograde neurotrophin signalling	14	1
Reactome	R-HSA-177539	Autointegration results in viral DNA circles	3	0
Reactome	R-HSA-177929	Signaling by EGFR	17	1
Reactome	R-HSA-179409	APC-Cdc20 mediated degradation of Nek2A	26	1
Reactome	R-HSA-179812	GRB2 events in EGFR signaling	13	1
Reactome	R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	111	1
Reactome	R-HSA-180024	DARPP-32 events	24	1
Reactome	R-HSA-180292	GAB1 signalosome	17	1
Reactome	R-HSA-180336	SHC1 events in EGFR signaling	14	1
Reactome	R-HSA-180534	Vpu mediated degradation of CD4	39	1
Reactome	R-HSA-180585	Vif-mediated degradation of APOBEC3G	41	1
Reactome	R-HSA-180689	APOBEC3G mediated resistance to HIV-1 infection	5	0
Reactome	R-HSA-180746	Nuclear import of Rev protein	34	1
Reactome	R-HSA-180897	Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization	3	0
Reactome	R-HSA-180910	Vpr-mediated nuclear import of PICs	34	1
Reactome	R-HSA-1810476	RIP-mediated NFkB activation via ZBP1	17	1
Reactome	R-HSA-181429	Serotonin Neurotransmitter Release Cycle	17	1
Reactome	R-HSA-181430	Norepinephrine Neurotransmitter Release Cycle	18	1
Reactome	R-HSA-182218	Nef Mediated CD8 Down-regulation	7	0
Reactome	R-HSA-182971	EGFR downregulation	31	1
Reactome	R-HSA-1834941	STING mediated induction of host immune responses	5	0
Reactome	R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 	23	1
Reactome	R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants	18	1
Reactome	R-HSA-1839120	Signaling by FGFR1 amplification mutants	1	0
Reactome	R-HSA-1839122	Signaling by activated point mutants of FGFR1	11	1
Reactome	R-HSA-1839128	FGFR4 mutant receptor activation	1	0
Reactome	R-HSA-1839130	Signaling by activated point mutants of FGFR3	12	1
Reactome	R-HSA-1855167	Synthesis of pyrophosphates in the cytosol	10	1
Reactome	R-HSA-1855170	IPs transport between nucleus and cytosol	30	1
Reactome	R-HSA-1855183	Synthesis of IP2, IP, and Ins in the cytosol	14	1
Reactome	R-HSA-1855191	Synthesis of IPs in the nucleus	4	0
Reactome	R-HSA-1855196	IP3 and IP4 transport between cytosol and nucleus	30	1
Reactome	R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol	26	1
Reactome	R-HSA-1855229	IP6 and IP7 transport between cytosol and nucleus	30	1
Reactome	R-HSA-1855231	Synthesis of IPs in the ER lumen	1	0
Reactome	R-HSA-186763	Downstream signal transduction	29	1
Reactome	R-HSA-186797	Signaling by PDGF	33	1
Reactome	R-HSA-187024	NGF-independant TRKA activation	5	0
Reactome	R-HSA-187042	TRKA activation by NGF	2	0
Reactome	R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	50	1
Reactome	R-HSA-187706	Signalling to p38 via RIT and RIN	5	0
Reactome	R-HSA-189085	Digestion of dietary carbohydrate	11	1
Reactome	R-HSA-189200	Cellular hexose transport	21	1
Reactome	R-HSA-189451	Heme biosynthesis	14	1
Reactome	R-HSA-189483	Heme degradation	15	1
Reactome	R-HSA-190322	FGFR4 ligand binding and activation	13	1
Reactome	R-HSA-190370	FGFR1b ligand binding and activation	8	0
Reactome	R-HSA-190371	FGFR3b ligand binding and activation	7	0
Reactome	R-HSA-190372	FGFR3c ligand binding and activation	13	1
Reactome	R-HSA-190373	FGFR1c ligand binding and activation	14	1
Reactome	R-HSA-190374	FGFR1c and Klotho ligand binding and activation	3	0
Reactome	R-HSA-190375	FGFR2c ligand binding and activation	13	1
Reactome	R-HSA-190377	FGFR2b ligand binding and activation	10	1
Reactome	R-HSA-190704	Oligomerization of connexins into connexons	3	0
Reactome	R-HSA-190827	Transport of connexins along the secretory pathway	3	0
Reactome	R-HSA-190840	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	19	1
Reactome	R-HSA-190861	Gap junction assembly	37	1
Reactome	R-HSA-190872	Transport of connexons to the plasma membrane	1	0
Reactome	R-HSA-190873	Gap junction degradation	12	1
Reactome	R-HSA-1912399	Pre-NOTCH Processing in the Endoplasmic Reticulum	6	0
Reactome	R-HSA-1912408	Pre-NOTCH Transcription and Translation	59	1
Reactome	R-HSA-1912420	Pre-NOTCH Processing in Golgi	18	1
Reactome	R-HSA-191273	Cholesterol biosynthesis	1	0
Reactome	R-HSA-191650	Regulation of gap junction activity	3	0
Reactome	R-HSA-191859	snRNP Assembly	54	1
Reactome	R-HSA-192105	Synthesis of bile acids and bile salts	14	1
Reactome	R-HSA-192456	Digestion of dietary lipid	6	0
Reactome	R-HSA-192814	vRNA Synthesis	1	0
Reactome	R-HSA-192823	Viral mRNA Translation	90	1
Reactome	R-HSA-192905	vRNP Assembly	2	0
Reactome	R-HSA-193048	Androgen biosynthesis	10	1
Reactome	R-HSA-193144	Estrogen biosynthesis	6	0
Reactome	R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	23	1
Reactome	R-HSA-193634	Axonal growth inhibition (RHOA activation)	9	0
Reactome	R-HSA-193648	NRAGE signals death through JNK	59	1
Reactome	R-HSA-193670	p75NTR negatively regulates cell cycle via SC1	6	0
Reactome	R-HSA-193681	Ceramide signalling	3	0
Reactome	R-HSA-193692	Regulated proteolysis of p75NTR	11	1
Reactome	R-HSA-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol	13	1
Reactome	R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	14	1
Reactome	R-HSA-193993	Mineralocorticoid biosynthesis	6	0
Reactome	R-HSA-194002	Glucocorticoid biosynthesis	10	1
Reactome	R-HSA-194138	Signaling by VEGF	2	0
Reactome	R-HSA-194306	Neuropilin interactions with VEGF and VEGFR	4	0
Reactome	R-HSA-194313	VEGF ligand-receptor interactions	5	0
Reactome	R-HSA-195253	Degradation of beta-catenin by the destruction complex	56	1
Reactome	R-HSA-195399	VEGF binds to VEGFR leading to receptor dimerization	8	0
Reactome	R-HSA-196025	Formation of annular gap junctions	11	1
Reactome	R-HSA-196071	Metabolism of steroid hormones	1	0
Reactome	R-HSA-196108	Pregnenolone biosynthesis	12	1
Reactome	R-HSA-196299	Beta-catenin phosphorylation cascade	17	1
Reactome	R-HSA-1963640	GRB2 events in ERBB2 signaling	16	1
Reactome	R-HSA-1963642	PI3K events in ERBB2 signaling	16	1
Reactome	R-HSA-196757	Metabolism of folate and pterines	17	1
Reactome	R-HSA-196780	Biotin transport and metabolism	11	1
Reactome	R-HSA-196783	Coenzyme A biosynthesis	7	0
Reactome	R-HSA-196791	Vitamin D (calciferol) metabolism	12	1
Reactome	R-HSA-196807	Nicotinate metabolism	29	1
Reactome	R-HSA-196819	Vitamin B1 (thiamin) metabolism	5	0
Reactome	R-HSA-196836	Vitamin C (ascorbate) metabolism	8	0
Reactome	R-HSA-196843	Vitamin B2 (riboflavin) metabolism	7	0
Reactome	R-HSA-1971475	Glycosaminoglycan-protein linkage region biosynthesis	29	1
Reactome	R-HSA-198203	PI3K/AKT activation	9	0
Reactome	R-HSA-198323	AKT phosphorylates targets in the cytosol	14	1
Reactome	R-HSA-198693	AKT phosphorylates targets in the nucleus	10	1
Reactome	R-HSA-198745	Signalling to STAT3	3	0
Reactome	R-HSA-198753	ERK/MAPK targets	17	1
Reactome	R-HSA-198765	Signalling to ERK5	2	0
Reactome	R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	127	1
Reactome	R-HSA-1989781	PPARA activates gene expression	116	1
Reactome	R-HSA-199220	Vitamin B5 (pantothenate) metabolism	13	1
Reactome	R-HSA-199418	Negative regulation of the PI3K/AKT network	8	0
Reactome	R-HSA-199920	CREB phosphorylation	7	0
Reactome	R-HSA-199992	trans-Golgi Network Vesicle Budding	7	0
Reactome	R-HSA-200425	Carnitine shuttle	14	1
Reactome	R-HSA-201451	Signaling by BMP	31	1
Reactome	R-HSA-201556	Signaling by ALK	19	1
Reactome	R-HSA-201681	TCF dependent signaling in response to WNT	36	1
Reactome	R-HSA-201688	WNT mediated activation of DVL	8	0
Reactome	R-HSA-201722	Formation of the beta-catenin:TCF transactivating complex	58	1
Reactome	R-HSA-202040	G-protein activation	24	1
Reactome	R-HSA-2022090	Assembly of collagen fibrils and other multimeric structures	51	1
Reactome	R-HSA-2022377	Metabolism of Angiotensinogen to Angiotensins	17	1
Reactome	R-HSA-2022854	Keratan sulfate biosynthesis	29	1
Reactome	R-HSA-2022857	Keratan sulfate degradation	15	1
Reactome	R-HSA-2022870	CS-GAG biosynthesis	21	1
Reactome	R-HSA-2022923	DS-GAG biosynthesis	12	1
Reactome	R-HSA-2022928	HS-GAG biosynthesis	33	1
Reactome	R-HSA-2023837	Signaling by FGFR2 amplification mutants	1	0
Reactome	R-HSA-2024096	HS-GAG degradation	20	1
Reactome	R-HSA-2024101	CS/DS degradation	20	1
Reactome	R-HSA-202424	Downstream TCR signaling	81	1
Reactome	R-HSA-202427	Phosphorylation of CD3 and TCR zeta chains	19	1
Reactome	R-HSA-202430	Translocation of ZAP-70 to Immunological synapse	16	1
Reactome	R-HSA-202433	Generation of second messenger molecules	31	1
Reactome	R-HSA-2025928	Calcineurin activates NFAT	9	0
Reactome	R-HSA-202670	ERKs are inactivated	13	1
Reactome	R-HSA-202733	Cell surface interactions at the vascular wall	85	1
Reactome	R-HSA-2028269	Signaling by Hippo	20	1
Reactome	R-HSA-2029481	FCGR activation	12	1
Reactome	R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	61	1
Reactome	R-HSA-2029485	Role of phospholipids in phagocytosis	25	1
Reactome	R-HSA-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression	15	1
Reactome	R-HSA-2033515	t(4;14) translocations of FGFR3	1	0
Reactome	R-HSA-2033519	Activated point mutants of FGFR2	17	1
Reactome	R-HSA-203615	eNOS activation	13	1
Reactome	R-HSA-203641	NOSTRIN mediated eNOS trafficking	5	0
Reactome	R-HSA-203754	NOSIP mediated eNOS trafficking	2	0
Reactome	R-HSA-203927	MicroRNA (miRNA) biogenesis	24	1
Reactome	R-HSA-204005	COPII-mediated vesicle transport	68	1
Reactome	R-HSA-204174	Regulation of pyruvate dehydrogenase (PDH) complex	15	1
Reactome	R-HSA-2046105	Linoleic acid (LA) metabolism	8	0
Reactome	R-HSA-2046106	alpha-linolenic acid (ALA) metabolism	13	1
Reactome	R-HSA-204626	Hypusine synthesis from eIF5A-lysine	4	0
Reactome	R-HSA-205017	NFG and proNGF binds to p75NTR	2	0
Reactome	R-HSA-205025	NADE modulates death signalling	6	0
Reactome	R-HSA-205043	NRIF signals cell death from the nucleus	16	1
Reactome	R-HSA-209543	p75NTR recruits signalling complexes	13	1
Reactome	R-HSA-209560	NF-kB is activated and signals survival	13	1
Reactome	R-HSA-209563	Axonal growth stimulation	4	0
Reactome	R-HSA-209822	Glycoprotein hormones	12	1
Reactome	R-HSA-209905	Catecholamine biosynthesis	4	0
Reactome	R-HSA-209931	Serotonin and melatonin biosynthesis	5	0
Reactome	R-HSA-209952	Peptide hormone biosynthesis	2	0
Reactome	R-HSA-209968	Thyroxine biosynthesis	11	1
Reactome	R-HSA-210455	Astrocytic Glutamate-Glutamine Uptake And Metabolism	4	0
Reactome	R-HSA-210500	Glutamate Neurotransmitter Release Cycle	24	1
Reactome	R-HSA-210744	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	16	1
Reactome	R-HSA-210745	Regulation of gene expression in beta cells	18	1
Reactome	R-HSA-210746	Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells	5	0
Reactome	R-HSA-210747	Regulation of gene expression in early pancreatic precursor cells	8	0
Reactome	R-HSA-210990	PECAM1 interactions	11	1
Reactome	R-HSA-210991	Basigin interactions	25	1
Reactome	R-HSA-210993	Tie2 Signaling	18	1
Reactome	R-HSA-211163	AKT-mediated inactivation of FOXO1A	4	0
Reactome	R-HSA-211728	Regulation of PAK-2p34 activity by PS-GAP/RHG10	2	0
Reactome	R-HSA-211733	Regulation of activated PAK-2p34 by proteasome mediated degradation	37	1
Reactome	R-HSA-211736	Stimulation of the cell death response by PAK-2p34	2	0
Reactome	R-HSA-211897	Cytochrome P450 - arranged by substrate type	1	0
Reactome	R-HSA-211916	Vitamins	6	0
Reactome	R-HSA-211935	Fatty acids	15	1
Reactome	R-HSA-211945	Phase I - Functionalization of compounds	22	1
Reactome	R-HSA-211957	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2	1	0
Reactome	R-HSA-211958	Miscellaneous substrates	12	1
Reactome	R-HSA-211976	Endogenous sterols	24	1
Reactome	R-HSA-211979	Eicosanoids	11	1
Reactome	R-HSA-211981	Xenobiotics	22	1
Reactome	R-HSA-211994	Sterols are 12-hydroxylated by CYP8B1	1	0
Reactome	R-HSA-211999	CYP2E1 reactions	11	1
Reactome	R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	48	1
Reactome	R-HSA-2122948	Activated NOTCH1 Transmits Signal to the Nucleus	31	1
Reactome	R-HSA-212300	PRC2 methylates histones and DNA	41	1
Reactome	R-HSA-212436	Generic Transcription Pathway	346	1
Reactome	R-HSA-212676	Dopamine Neurotransmitter Release Cycle	22	1
Reactome	R-HSA-212718	EGFR interacts with phospholipase C-gamma	9	0
Reactome	R-HSA-2129379	Molecules associated with elastic fibres	37	1
Reactome	R-HSA-2132295	MHC class II antigen presentation	122	1
Reactome	R-HSA-2142670	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	8	0
Reactome	R-HSA-2142688	Synthesis of 5-eicosatetraenoic acids	9	0
Reactome	R-HSA-2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)	19	1
Reactome	R-HSA-2142696	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)	1	0
Reactome	R-HSA-2142700	Biosynthesis of Lipoxins (LX)	6	0
Reactome	R-HSA-2142712	Synthesis of 12-eicosatetraenoic acid derivatives	7	0
Reactome	R-HSA-2142753	Arachidonate metabolism	5	0
Reactome	R-HSA-2142770	Synthesis of 15-eicosatetraenoic acid derivatives	6	0
Reactome	R-HSA-2142789	Ubiquinol biosynthesis	13	1
Reactome	R-HSA-2142816	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	9	0
Reactome	R-HSA-2142845	Hyaluronan metabolism	9	0
Reactome	R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis	54	1
Reactome	R-HSA-2151209	Activation of PPARGC1A (PGC-1alpha) by phosphorylation	10	1
Reactome	R-HSA-2160456	Phenylketonuria	1	0
Reactome	R-HSA-216083	Integrin cell surface interactions	84	1
Reactome	R-HSA-2160916	Hyaluronan degradation	16	1
Reactome	R-HSA-2161517	Abacavir transmembrane transport	5	0
Reactome	R-HSA-2161541	Abacavir metabolism	4	0
Reactome	R-HSA-2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	15	1
Reactome	R-HSA-2168880	Scavenging of heme from plasma	13	1
Reactome	R-HSA-2172127	DAP12 interactions	17	1
Reactome	R-HSA-217271	FMO oxidises nucleophiles	3	0
Reactome	R-HSA-2173788	Downregulation of TGF-beta receptor signaling	26	1
Reactome	R-HSA-2173789	TGF-beta receptor signaling activates SMADs	27	1
Reactome	R-HSA-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	16	1
Reactome	R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	31	1
Reactome	R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	36	1
Reactome	R-HSA-2179392	EGFR Transactivation by Gastrin	9	0
